iter	RMSE
0	0.3944779043
1	0.3849713885
2	0.3751927757
3	0.3659123267
4	0.3566208589
5	0.3479303144
6	0.3401627123
7	0.3312965469
8	0.3232478628
9	0.3158359683
10	0.3085428611
11	0.3015708476
12	0.2957080116
13	0.2894266602
14	0.2838666373
15	0.2777480645
16	0.2721756541
17	0.2664916933
18	0.2608912177
19	0.2557585541
20	0.2509939956
21	0.2461882985
22	0.2415988255
23	0.2369819832
24	0.2326256122
25	0.2281960273
26	0.2243302262
27	0.2209282842
28	0.2175190342
29	0.2138279154
30	0.2108973868
31	0.2076928471
32	0.2043542758
33	0.2012930474
34	0.1983034694
35	0.1951782536
36	0.1925613655
37	0.1899370621
38	0.1872669196
39	0.1849348476
40	0.1827524122
41	0.1806523295
42	0.1782635249
43	0.1761697338
44	0.1741185911
45	0.1719491367
46	0.1700287219
47	0.1681541938
48	0.1663773355
49	0.1646919844
50	0.163255068
51	0.1614642153
52	0.1600046803
53	0.1585399277
54	0.1572515475
55	0.1557346507
56	0.1544434996
57	0.153261002
58	0.1520235761
59	0.1507763935
60	0.1498428034
61	0.1487040414
62	0.1476711602
63	0.14663658
64	0.1456503541
65	0.1446434734
66	0.1435380399
67	0.1428694111
68	0.1419429642
69	0.1410907361
70	0.140370374
71	0.139680708
72	0.138818612
73	0.1381456371
74	0.1374293319
75	0.1367382907
76	0.1359224362
77	0.135240415
78	0.1346508439
79	0.1340819462
80	0.1333909357
81	0.1327795134
82	0.1323235813
83	0.1317817625
84	0.1312693988
85	0.130792242
86	0.1302425669
87	0.1295437743
88	0.1290624287
89	0.1285248278
90	0.1278894907
91	0.1272702438
92	0.1268626558
93	0.1265324756
94	0.126209594
95	0.1257017029
96	0.1251941463
97	0.12507695
98	0.1245728113
99	0.1241784809
100	0.1237792782
101	0.1233971773
102	0.1230042247
103	0.1225931885
104	0.1222762152
105	0.1220819138
106	0.1218684124
107	0.1215178111
108	0.1211260171
109	0.120830294
110	0.1205160893
111	0.1202308372
112	0.1201255549
113	0.1199148736
114	0.1197948611
115	0.119679363
116	0.1193880555
