iter	Passed	Remaining
291	1597	9343
292	1603	9342
293	1609	9340
294	1616	9340
295	1622	9337
296	1627	9333
297	1633	9326
298	1637	9317
299	1643	9314
300	1650	9314
301	1655	9308
302	1661	9302
303	1666	9300
304	1673	9299
305	1678	9294
306	1684	9287
307	1689	9280
308	1695	9278
309	1700	9270
310	1705	9264
311	1710	9254
312	1715	9246
313	1720	9240
314	1726	9233
315	1731	9228
316	1737	9222
317	1742	9218
318	1747	9209
319	1752	9198
320	1757	9190
321	1762	9182
322	1767	9175
323	1771	9166
324	1776	9154
325	1781	9149
326	1786	9141
327	1791	9133
328	1796	9123
329	1801	9116
330	1806	9110
331	1811	9102
332	1816	9093
333	1822	9088
334	1826	9076
335	1830	9067
336	1836	9062
337	1841	9057
338	1847	9051
339	1853	9047
340	1857	9038
341	1863	9033
342	1868	9025
343	1873	9019
344	1878	9011
345	1883	9002
346	1889	9000
347	1894	8993
348	1900	8989
349	1905	8982
350	1910	8974
351	1915	8967
352	1920	8962
353	1925	8952
354	1931	8949
355	1937	8947
356	1942	8941
357	1946	8930
358	1952	8925
359	1957	8917
360	1962	8908
361	1967	8904
362	1975	8906
363	1979	8897
364	1984	8890
365	1990	8884
366	1995	8877
367	2000	8870
368	2004	8859
369	2009	8852
370	2014	8845
371	2021	8846
372	2026	8841
373	2031	8833
374	2036	8826
375	2042	8820
376	2048	8818
377	2052	8809
378	2058	8804
379	2063	8796
380	2069	8792
381	2074	8786
382	2080	8785
383	2086	8780
384	2091	8773
385	2098	8773
386	2103	8765
387	2107	8757
388	2112	8749
389	2118	8743
390	2123	8738
391	2127	8727
392	2133	8723
393	2138	8715
394	2142	8707
395	2148	8704
396	2154	8698
397	2159	8691
398	2163	8679
399	2168	8674
400	2172	8664
401	2178	8659
402	2183	8651
403	2188	8645
404	2192	8636
405	2197	8627
406	2201	8616
407	2205	8606
408	2210	8597
409	2215	8592
410	2220	8584
411	2225	8577
412	2230	8571
413	2234	8561
414	2239	8553
415	2244	8545
416	2248	8535
417	2254	8530
418	2258	8523
419	2264	8517
420	2268	8509
421	2273	8501
422	2279	8498
423	2284	8490
424	2288	8482
425	2293	8475
426	2299	8470
427	2306	8471
428	2311	8466
429	2317	8461
430	2322	8455
431	2327	8447
432	2333	8444
433	2338	8438
434	2344	8434
435	2349	8428
436	2355	8424
437	2360	8419
438	2366	8413
439	2371	8406
440	2376	8400
441	2381	8393
442	2386	8386
443	2390	8377
444	2395	8371
445	2401	8366
446	2405	8357
447	2410	8349
448	2415	8343
449	2419	8334
450	2424	8325
451	2428	8317
452	2433	8311
453	2438	8305
454	2443	8295
455	2447	8288
456	2453	8284
457	2458	8277
458	2463	8270
459	2468	8262
460	2472	8255
461	2477	8247
462	2483	8243
463	2488	8238
464	2494	8235
465	2498	8225
466	2504	8222
467	2510	8217
468	2515	8210
469	2519	8201
470	2523	8193
471	2530	8190
472	2535	8184
473	2539	8175
474	2543	8166
475	2550	8164
476	2554	8157
477	2559	8149
478	2564	8141
479	2569	8135
480	2573	8127
481	2578	8121
482	2584	8117
483	2589	8110
484	2594	8103
485	2599	8098
486	2604	8090
487	2608	8081
488	2613	8075
489	2618	8067
490	2623	8062
491	2628	8057
492	2633	8050
493	2638	8044
494	2644	8039
495	2648	8031
496	2654	8026
497	2658	8018
498	2663	8010
499	2667	8001
500	2673	7998
501	2677	7990
502	2682	7984
503	2687	7978
504	2692	7970
505	2697	7963
506	2703	7959
507	2708	7956
508	2714	7951
509	2721	7950
510	2726	7944
511	2731	7937
512	2736	7931
513	2740	7923
514	2745	7915
515	2750	7911
516	2756	7908
517	2761	7899
518	2766	7893
519	2770	7885
520	2775	7878
521	2780	7873
522	2786	7868
523	2790	7859
524	2794	7850
525	2799	7844
526	2804	7837
527	2808	7830
528	2813	7824
529	2819	7819
530	2824	7813
531	2830	7809
532	2836	7807
533	2842	7802
534	2847	7797
535	2852	7790
536	2856	7782
537	2861	7775
538	2867	7771
539	2872	7767
540	2877	7759
541	2881	7751
542	2886	7744
543	2891	7737
544	2895	7730
545	2900	7723
546	2904	7716
547	2908	7707
548	2913	7701
549	2918	7694
550	2923	7687
551	2928	7682
552	2933	7674
553	2937	7667
554	2942	7661
555	2946	7653
556	2952	7648
557	2956	7639
558	2962	7635
559	2966	7627
560	2971	7621
561	2975	7613
562	2981	7610
563	2987	7606
564	2992	7599
565	2996	7592
566	3001	7586
567	3006	7580
568	3011	7574
569	3016	7567
570	3022	7564
571	3028	7560
572	3033	7553
573	3037	7545
574	3041	7538
575	3046	7531
576	3050	7523
577	3055	7518
578	3060	7511
579	3065	7505
580	3070	7498
581	3074	7491
582	3079	7484
583	3084	7479
584	3089	7473
585	3094	7466
586	3098	7459
587	3103	7452
588	3107	7444
589	3112	7437
590	3117	7432
591	3123	7428
592	3129	7424
593	3135	7420
594	3140	7415
595	3145	7409
596	3150	7403
597	3155	7398
598	3159	7390
599	3164	7382
600	3168	7376
601	3174	7371
602	3179	7366
603	3186	7364
604	3190	7356
605	3196	7352
606	3200	7344
607	3205	7338
608	3210	7331
609	3214	7324
610	3218	7316
611	3222	7309
612	3228	7304
613	3233	7298
614	3237	7289
615	3243	7286
616	3247	7279
617	3252	7273
618	3258	7268
619	3263	7263
620	3267	7256
621	3271	7248
622	3276	7241
623	3281	7236
624	3285	7228
625	3291	7224
626	3297	7220
627	3302	7215
628	3307	7208
629	3311	7202
630	3316	7195
631	3320	7187
632	3325	7180
633	3329	7173
634	3334	7168
635	3340	7164
636	3345	7158
637	3350	7153
638	3356	7149
639	3361	7143
640	3365	7135
641	3370	7129
642	3375	7124
643	3380	7118
644	3386	7113
645	3390	7106
646	3395	7100
647	3399	7093
648	3404	7087
649	3409	7080
650	3414	7074
651	3418	7067
652	3423	7061
653	3428	7056
654	3432	7049
655	3438	7044
656	3442	7037
657	3447	7030
658	3451	7023
659	3457	7019
660	3462	7013
661	3467	7008
662	3473	7004
663	3477	6996
664	3482	6992
665	3488	6987
666	3493	6981
667	3497	6974
668	3502	6968
669	3507	6963
670	3513	6958
671	3518	6952
672	3522	6945
673	3527	6939
674	3532	6933
675	3536	6926
676	3542	6923
677	3547	6917
678	3553	6913
679	3558	6907
680	3563	6902
681	3568	6895
682	3572	6889
683	3578	6884
684	3582	6877
685	3587	6871
686	3593	6867
687	3598	6862
688	3603	6857
689	3608	6851
690	3613	6845
691	3618	6839
692	3622	6832
693	3627	6826
694	3632	6820
695	3638	6816
696	3642	6809
697	3646	6802
698	3651	6796
699	3656	6789
700	3660	6783
701	3665	6778
702	3670	6771
703	3674	6765
704	3679	6759
705	3685	6754
706	3690	6749
707	3695	6742
708	3700	6738
709	3705	6731
710	3709	6725
711	3715	6721
712	3720	6715
713	3725	6709
714	3729	6703
715	3734	6697
716	3740	6692
717	3744	6686
718	3750	6681
719	3754	6675
720	3759	6669
721	3765	6664
722	3769	6658
723	3773	6651
724	3778	6645
725	3783	6640
726	3788	6633
727	3793	6627
728	3797	6621
729	3803	6616
730	3807	6609
731	3813	6605
732	3817	6599
733	3822	6592
734	3828	6588
735	3832	6582
736	3837	6577
737	3843	6572
738	3847	6564
739	3852	6559
740	3856	6552
741	3860	6545
742	3865	6539
743	3869	6532
744	3874	6526
745	3879	6521
746	3883	6514
747	3888	6508
748	3893	6503
749	3898	6497
750	3902	6490
751	3907	6484
752	3912	6479
753	3917	6473
754	3921	6467
755	3927	6462
756	3931	6455
757	3936	6449
758	3941	6445
759	3947	6440
760	3951	6434
761	3956	6428
762	3961	6423
763	3968	6420
764	3976	6419
765	3984	6419
766	3992	6418
767	3999	6415
768	4005	6411
769	4010	6406
770	4015	6401
771	4021	6396
772	4026	6390
773	4031	6385
774	4037	6381
775	4043	6378
776	4050	6375
777	4055	6370
778	4061	6365
779	4066	6360
780	4072	6356
781	4077	6350
782	4082	6345
783	4088	6341
784	4095	6338
785	4101	6334
786	4106	6329
787	4112	6324
788	4118	6320
789	4124	6317
790	4131	6314
791	4136	6309
792	4141	6304
793	4146	6298
794	4152	6294
795	4158	6289
796	4165	6287
797	4172	6285
798	4179	6281
799	4185	6277
800	4191	6274
801	4198	6271
802	4204	6267
803	4209	6262
804	4216	6259
805	4222	6254
806	4228	6251
807	4236	6249
808	4243	6246
809	4250	6243
810	4256	6240
811	4264	6238
812	4269	6233
813	4275	6230
814	4282	6226
815	4287	6220
816	4293	6217
817	4300	6214
818	4306	6210
819	4311	6204
820	4317	6200
821	4323	6195
822	4329	6191
823	4336	6188
824	4341	6183
825	4347	6179
826	4353	6175
827	4360	6172
828	4366	6167
829	4372	6163
830	4378	6159
831	4384	6155
832	4391	6152
833	4397	6148
834	4404	6144
835	4410	6140
836	4416	6136
837	4421	6130
838	4426	6125
839	4431	6120
840	4437	6115
841	4442	6109
842	4448	6105
843	4455	6103
844	4462	6099
845	4467	6094
846	4473	6090
847	4480	6086
848	4487	6083
849	4492	6078
850	4498	6073
851	4505	6070
852	4510	6065
853	4516	6061
854	4524	6059
855	4529	6053
856	4535	6048
857	4540	6043
858	4546	6039
859	4552	6034
860	4557	6029
861	4564	6026
862	4571	6023
863	4577	6018
864	4583	6014
865	4588	6008
866	4593	6003
867	4598	5996
868	4605	5993
869	4611	5989
870	4617	5984
871	4623	5981
872	4630	5977
873	4636	5973
874	4641	5968
875	4648	5963
876	4652	5957
877	4657	5951
878	4663	5947
879	4669	5942
880	4674	5937
881	4680	5932
882	4685	5926
883	4690	5921
884	4695	5916
885	4700	5910
886	4706	5905
887	4711	5900
888	4717	5895
889	4722	5890
890	4728	5885
891	4733	5879
892	4739	5874
893	4744	5869
894	4749	5864
895	4754	5858
896	4760	5853
897	4765	5848
898	4771	5843
899	4777	5838
900	4781	5832
901	4787	5827
902	4792	5821
903	4797	5816
904	4802	5811
905	4807	5805
906	4813	5800
907	4820	5796
908	4824	5790
909	4830	5785
910	4837	5782
911	4842	5776
912	4847	5770
913	4852	5765
914	4858	5760
915	4863	5755
916	4869	5750
917	4875	5746
918	4880	5741
919	4887	5737
920	4893	5732
921	4899	5728
922	4905	5723
923	4910	5718
924	4916	5713
925	4921	5707
926	4926	5701
927	4932	5698
928	4937	5692
929	4944	5688
930	4948	5682
931	4954	5677
932	4959	5672
933	4965	5667
934	4971	5662
935	4976	5657
936	4984	5654
937	4990	5649
938	4995	5644
939	5001	5640
940	5006	5634
941	5011	5629
942	5016	5622
943	5022	5618
944	5028	5614
945	5034	5609
946	5040	5604
947	5046	5599
948	5052	5595
949	5057	5589
950	5062	5584
951	5066	5577
952	5072	5573
953	5078	5568
954	5083	5562
955	5090	5559
956	5094	5552
957	5099	5546
958	5103	5540
959	5109	5535
960	5115	5530
961	5119	5524
962	5125	5519
963	5130	5514
964	5135	5508
965	5141	5502
966	5145	5496
967	5149	5490
968	5154	5484
969	5159	5478
970	5164	5473
971	5170	5468
972	5175	5462
973	5180	5457
974	5185	5451
975	5189	5445
976	5194	5439
977	5199	5433
978	5203	5427
979	5208	5421
980	5213	5415
981	5219	5411
982	5224	5404
983	5228	5399
984	5234	5393
985	5239	5387
986	5243	5381
987	5248	5375
988	5252	5369
989	5256	5363
990	5261	5357
991	5266	5351
992	5271	5346
993	5276	5339
994	5281	5334
995	5287	5329
996	5291	5323
997	5296	5317
998	5300	5311
999	5305	5305
1000	5309	5299
1001	5314	5293
1002	5319	5287
1003	5323	5281
1004	5329	5276
1005	5334	5270
1006	5338	5264
1007	5343	5258
1008	5348	5252
1009	5353	5247
1010	5357	5241
1011	5362	5235
1012	5367	5229
1013	5371	5223
1014	5375	5216
1015	5380	5210
1016	5384	5204
1017	5389	5198
1018	5394	5193
1019	5399	5187
1020	5404	5182
1021	5409	5176
1022	5414	5171
1023	5419	5165
1024	5425	5160
1025	5429	5154
1026	5434	5149
1027	5439	5143
1028	5444	5137
1029	5449	5132
1030	5454	5126
1031	5459	5121
1032	5464	5115
1033	5468	5109
1034	5474	5104
1035	5479	5098
1036	5483	5092
1037	5488	5086
1038	5494	5081
1039	5498	5075
1040	5503	5070
1041	5509	5065
1042	5513	5058
1043	5519	5054
1044	5525	5050
1045	5532	5045
1046	5538	5040
1047	5542	5034
1048	5547	5029
1049	5552	5024
1050	5557	5018
1051	5562	5012
1052	5566	5006
1053	5572	5001
1054	5577	4995
1055	5582	4990
1056	5588	4985
1057	5592	4979
1058	5596	4973
1059	5601	4967
1060	5607	4962
1061	5611	4956
1062	5616	4951
1063	5622	4945
1064	5627	4940
1065	5631	4934
1066	5637	4929
1067	5643	4924
1068	5648	4918
1069	5653	4913
1070	5658	4908
1071	5662	4901
1072	5667	4896
1073	5673	4891
1074	5678	4886
1075	5683	4880
1076	5687	4874
1077	5692	4868
1078	5697	4863
1079	5702	4857
1080	5707	4851
1081	5711	4846
1082	5715	4839
1083	5720	4834
1084	5726	4828
1085	5730	4822
1086	5736	4817
1087	5741	4812
1088	5746	4807
1089	5751	4801
1090	5756	4795
1091	5760	4790
1092	5765	4784
1093	5770	4779
1094	5776	4773
1095	5780	4768
1096	5786	4763
1097	5791	4757
1098	5796	4752
1099	5801	4746
1100	5806	4741
1101	5812	4736
1102	5817	4730
1103	5822	4725
1104	5828	4720
1105	5834	4715
1106	5839	4710
1107	5844	4705
1108	5848	4699
1109	5853	4693
1110	5858	4688
1111	5864	4682
1112	5868	4677
1113	5873	4671
1114	5878	4665
1115	5884	4660
1116	5889	4655
1117	5894	4650
1118	5900	4645
1119	5905	4639
1120	5910	4634
1121	5915	4628
1122	5919	4623
1123	5925	4617
1124	5930	4612
1125	5936	4607
1126	5941	4602
1127	5946	4596
1128	5952	4592
1129	5957	4586
1130	5962	4581
1131	5967	4575
1132	5972	4570
1133	5977	4564
1134	5983	4560
1135	5989	4555
1136	5994	4549
1137	5998	4544
1138	6003	4538
1139	6008	4532
1140	6014	4528
1141	6019	4522
1142	6024	4517
1143	6030	4512
1144	6034	4506
1145	6041	4501
1146	6046	4496
1147	6051	4491
1148	6057	4486
1149	6061	4480
1150	6066	4474
1151	6072	4469
1152	6077	4464
1153	6082	4458
1154	6086	4452
1155	6091	4447
1156	6096	4442
1157	6101	4436
1158	6106	4430
1159	6111	4425
1160	6116	4420
1161	6122	4415
1162	6127	4410
1163	6132	4404
1164	6136	4398
1165	6142	4393
1166	6148	4388
1167	6153	4383
1168	6158	4378
1169	6163	4372
1170	6169	4367
1171	6173	4361
1172	6178	4356
1173	6184	4351
1174	6189	4345
1175	6206	4348
1176	6211	4343
1177	6217	4338
1178	6222	4333
1179	6228	4327
1180	6233	4323
1181	6238	4317
1182	6243	4311
1183	6249	4306
1184	6253	4301
1185	6257	4294
1186	6263	4289
1187	6267	4283
1188	6272	4278
1189	6277	4272
1190	6283	4268
1191	6288	4262
1192	6294	4257
1193	6300	4252
1194	6304	4247
1195	6309	4241
1196	6314	4236
1197	6319	4230
1198	6325	4225
1199	6329	4219
1200	6335	4214
1201	6339	4209
1202	6344	4203
1203	6350	4198
1204	6355	4192
1205	6359	4187
1206	6364	4181
1207	6368	4175
1208	6374	4170
1209	6378	4164
1210	6383	4158
1211	6389	4154
1212	6394	4148
1213	6399	4143
1214	6403	4137
1215	6408	4131
1216	6412	4125
1217	6418	4120
1218	6422	4114
1219	6427	4109
