iter	Passed	Remaining
154	830	20593
155	836	20601
156	841	20592
157	846	20579
158	851	20567
159	856	20548
160	861	20542
161	866	20534
162	871	20516
163	877	20518
164	882	20509
165	888	20523
166	894	20520
167	898	20501
168	903	20488
169	909	20497
170	914	20485
171	919	20469
172	924	20443
173	930	20456
174	936	20461
175	942	20469
176	948	20482
177	953	20473
178	958	20463
179	964	20459
180	969	20457
181	975	20474
182	981	20477
183	987	20488
184	994	20506
185	1000	20515
186	1006	20522
187	1012	20526
188	1018	20543
189	1024	20544
190	1030	20540
191	1036	20553
192	1043	20579
193	1047	20559
194	1053	20556
195	1059	20567
196	1065	20569
197	1071	20575
198	1076	20568
199	1081	20552
200	1087	20552
201	1093	20560
202	1098	20547
203	1104	20544
204	1109	20544
205	1114	20533
206	1120	20534
207	1125	20524
208	1132	20542
209	1137	20530
210	1142	20522
211	1147	20509
212	1153	20506
213	1159	20506
214	1164	20497
215	1170	20507
216	1176	20508
217	1182	20516
218	1188	20525
219	1194	20523
220	1199	20511
221	1205	20508
222	1216	20598
223	1222	20613
224	1230	20647
225	1236	20652
226	1243	20661
227	1249	20664
228	1254	20660
229	1260	20663
230	1266	20667
231	1272	20670
232	1278	20664
233	1283	20659
234	1290	20668
235	1295	20669
236	1301	20658
237	1306	20646
238	1312	20660
239	1317	20638
240	1323	20644
241	1330	20668
242	1336	20670
243	1342	20665
244	1348	20663
245	1355	20677
246	1360	20669
247	1365	20662
248	1372	20668
249	1377	20662
250	1384	20673
251	1389	20667
252	1394	20659
253	1400	20651
254	1405	20644
255	1410	20629
256	1415	20615
257	1421	20612
258	1427	20620
259	1433	20625
260	1439	20620
261	1444	20612
262	1450	20615
263	1456	20605
264	1461	20594
265	1466	20588
266	1471	20578
267	1477	20568
268	1482	20565
269	1488	20564
270	1495	20578
271	1502	20593
272	1508	20588
273	1513	20575
274	1518	20565
275	1524	20575
276	1530	20571
277	1535	20555
278	1541	20556
279	1546	20552
280	1553	20560
281	1559	20563
282	1565	20567
283	1572	20571
284	1578	20570
285	1583	20559
286	1588	20557
287	1594	20550
288	1600	20550
289	1607	20560
290	1613	20559
291	1618	20558
292	1625	20559
293	1630	20551
294	1635	20537
295	1640	20533
296	1646	20528
297	1651	20513
298	1656	20507
299	1661	20495
300	1667	20486
301	1672	20485
302	1677	20472
303	1683	20473
304	1688	20460
305	1694	20455
306	1698	20428
307	1703	20418
308	1708	20413
309	1713	20398
310	1718	20379
311	1723	20370
312	1728	20365
313	1735	20367
314	1740	20355
315	1744	20342
316	1749	20326
317	1755	20321
318	1761	20322
319	1767	20321
320	1772	20309
321	1776	20296
322	1783	20300
323	1789	20301
324	1794	20297
325	1801	20299
326	1807	20298
327	1812	20294
328	1818	20285
329	1823	20280
330	1829	20278
331	1834	20266
332	1840	20270
333	1846	20264
334	1852	20270
335	1857	20258
336	1862	20246
337	1868	20244
338	1873	20236
339	1880	20239
340	1886	20240
341	1891	20230
342	1898	20242
343	1904	20237
344	1909	20225
345	1913	20210
346	1920	20212
347	1924	20198
348	1929	20183
349	1936	20192
350	1942	20194
351	1948	20193
352	1953	20183
353	1960	20188
354	1965	20179
355	1971	20176
356	1976	20165
357	1979	20133
358	1983	20116
359	1988	20103
360	1995	20112
361	2000	20106
362	2006	20107
363	2012	20100
364	2017	20087
365	2021	20075
366	2027	20070
367	2034	20081
368	2038	20063
369	2043	20051
370	2051	20062
371	2057	20068
372	2063	20067
373	2069	20063
374	2074	20052
375	2080	20049
376	2085	20038
377	2092	20046
378	2098	20051
379	2104	20051
380	2110	20048
381	2117	20050
382	2122	20043
383	2127	20033
384	2132	20021
385	2137	20014
386	2143	20007
387	2148	19999
388	2153	19989
389	2158	19980
390	2164	19974
391	2169	19966
392	2175	19967
393	2181	19969
394	2189	19984
395	2198	20004
396	2203	20000
397	2208	19990
398	2215	19992
399	2220	19985
400	2225	19975
401	2232	19979
402	2238	19984
403	2244	19978
404	2250	19973
405	2254	19956
406	2260	19959
407	2265	19945
408	2270	19934
409	2275	19922
410	2280	19912
411	2284	19897
412	2289	19887
413	2295	19884
414	2301	19882
415	2307	19878
416	2312	19869
417	2318	19868
418	2323	19854
419	2329	19853
420	2335	19850
421	2339	19835
422	2344	19825
423	2351	19828
424	2356	19824
425	2361	19815
426	2366	19803
427	2371	19789
428	2376	19784
429	2381	19771
430	2386	19764
431	2392	19756
432	2397	19748
433	2403	19748
434	2409	19747
435	2415	19743
436	2421	19741
437	2427	19742
438	2433	19736
439	2439	19740
440	2445	19733
441	2452	19740
442	2456	19722
443	2461	19714
444	2467	19710
445	2472	19700
446	2478	19704
447	2485	19708
448	2491	19703
449	2497	19700
450	2502	19695
451	2508	19687
452	2514	19685
453	2520	19686
454	2527	19692
455	2533	19691
456	2539	19685
457	2544	19680
458	2547	19653
459	2552	19644
460	2557	19630
461	2563	19631
462	2568	19624
463	2575	19623
464	2581	19621
465	2586	19612
466	2589	19592
467	2593	19575
468	2599	19572
469	2604	19562
470	2610	19561
471	2615	19548
472	2621	19546
473	2627	19547
474	2633	19542
475	2639	19540
476	2645	19540
477	2651	19534
478	2655	19522
479	2660	19512
480	2675	19573
481	2695	19670
482	2702	19676
483	2713	19713
484	2720	19715
485	2727	19723
486	2733	19719
487	2739	19711
488	2744	19702
489	2750	19699
490	2756	19698
491	2761	19687
492	2766	19678
493	2771	19668
494	2777	19666
495	2784	19670
496	2789	19664
497	2795	19656
498	2800	19647
499	2806	19644
500	2812	19645
501	2819	19646
502	2825	19644
503	2831	19642
504	2836	19633
505	2840	19613
506	2845	19602
507	2850	19591
508	2856	19588
509	2861	19580
510	2867	19575
511	2872	19567
512	2877	19556
513	2883	19557
514	2889	19555
515	2894	19544
516	2900	19542
517	2906	19538
518	2912	19533
519	2917	19527
520	2922	19516
521	2928	19513
522	2933	19504
523	2939	19499
524	2944	19489
525	2949	19480
526	2955	19477
527	2960	19467
528	2966	19465
529	2971	19458
530	2977	19450
531	2982	19444
532	2987	19434
533	2993	19427
534	2998	19420
535	3003	19413
536	3009	19406
537	3016	19409
538	3023	19413
539	3030	19416
540	3036	19411
541	3040	19399
542	3046	19398
543	3051	19387
544	3057	19382
545	3063	19379
546	3069	19377
547	3075	19371
548	3080	19363
549	3085	19353
550	3090	19347
551	3096	19339
552	3101	19332
553	3106	19326
554	3112	19320
555	3118	19315
556	3125	19317
557	3132	19323
558	3138	19317
559	3145	19324
560	3153	19332
561	3160	19334
562	3166	19331
563	3171	19323
564	3177	19315
565	3182	19307
566	3188	19307
567	3194	19304
568	3200	19300
569	3205	19288
570	3211	19287
571	3213	19258
572	3218	19246
573	3223	19237
574	3228	19230
575	3234	19226
576	3239	19217
577	3245	19212
578	3250	19204
579	3256	19203
580	3263	19206
581	3269	19203
582	3277	19206
583	3283	19204
584	3288	19196
585	3293	19186
586	3299	19183
587	3304	19176
588	3310	19173
589	3316	19168
590	3323	19169
591	3325	19146
592	3332	19144
593	3338	19145
594	3344	19139
595	3349	19127
596	3355	19127
597	3361	19124
598	3366	19116
599	3371	19106
600	3376	19096
601	3383	19096
602	3388	19091
603	3393	19081
604	3399	19078
605	3406	19076
606	3412	19076
607	3418	19074
608	3426	19081
609	3432	19077
610	3437	19068
611	3442	19059
612	3449	19058
613	3454	19049
614	3459	19041
615	3464	19031
616	3469	19023
617	3475	19019
618	3481	19018
619	3488	19016
620	3493	19008
621	3497	18996
622	3504	18996
623	3511	18997
624	3517	18992
625	3522	18984
626	3526	18973
627	3532	18966
628	3537	18959
629	3542	18949
630	3547	18939
631	3553	18935
632	3559	18932
633	3565	18929
634	3570	18919
635	3575	18910
636	3577	18886
637	3583	18882
638	3588	18875
639	3593	18866
640	3599	18863
641	3605	18858
642	3610	18850
643	3616	18846
644	3622	18842
645	3627	18835
646	3633	18829
647	3638	18823
648	3643	18811
649	3648	18804
650	3654	18799
651	3659	18793
652	3666	18790
653	3672	18790
654	3679	18790
655	3686	18791
656	3692	18788
657	3697	18782
658	3703	18773
659	3708	18766
660	3713	18759
661	3718	18750
662	3724	18747
663	3729	18739
664	3736	18741
665	3743	18741
666	3746	18719
667	3750	18707
668	3754	18695
669	3760	18689
670	3765	18682
671	3771	18678
672	3776	18671
673	3782	18667
674	3788	18659
675	3794	18658
676	3800	18653
677	3805	18646
678	3811	18639
679	3816	18633
680	3821	18623
681	3828	18623
682	3833	18617
683	3839	18613
684	3846	18616
685	3852	18611
686	3858	18605
687	3864	18604
688	3869	18596
689	3875	18591
690	3881	18585
691	3886	18579
692	3892	18575
693	3897	18568
694	3903	18561
695	3908	18554
696	3915	18553
697	3921	18549
698	3926	18544
699	3932	18540
700	3937	18529
701	3943	18525
702	3947	18515
703	3952	18507
704	3958	18503
705	3960	18480
706	3965	18471
707	3970	18462
708	3975	18454
709	3981	18450
710	3987	18444
711	3992	18438
712	3998	18435
713	4004	18428
714	4009	18422
715	4015	18419
716	4022	18416
717	4028	18413
718	4036	18417
719	4042	18417
720	4048	18411
721	4053	18405
722	4060	18402
723	4065	18394
724	4071	18390
725	4077	18388
726	4082	18381
727	4089	18381
728	4096	18378
729	4101	18371
730	4108	18371
731	4113	18364
732	4118	18356
733	4123	18346
734	4129	18345
735	4136	18344
736	4140	18333
737	4146	18328
738	4151	18319
739	4156	18312
740	4162	18306
741	4167	18298
742	4173	18293
743	4178	18287
744	4184	18280
745	4189	18275
746	4196	18274
747	4202	18268
748	4209	18269
749	4215	18265
750	4218	18249
751	4223	18240
752	4229	18236
753	4234	18227
754	4238	18216
755	4243	18208
756	4247	18198
757	4253	18191
758	4258	18184
759	4263	18178
760	4269	18171
761	4275	18167
762	4281	18162
763	4287	18158
764	4292	18152
765	4297	18145
766	4303	18138
767	4309	18135
768	4313	18125
769	4320	18123
770	4326	18118
771	4331	18112
772	4338	18110
773	4343	18103
774	4349	18099
775	4355	18093
776	4360	18089
777	4367	18086
778	4373	18084
779	4379	18078
780	4385	18074
781	4390	18067
782	4396	18065
783	4401	18057
784	4407	18049
785	4413	18046
786	4418	18040
787	4424	18034
788	4430	18032
789	4436	18028
790	4442	18021
791	4447	18016
792	4453	18012
793	4458	18003
794	4464	17996
795	4470	17992
796	4476	17989
797	4481	17982
798	4487	17978
799	4492	17970
800	4498	17966
801	4503	17959
802	4509	17954
803	4517	17956
804	4524	17955
805	4529	17950
806	4535	17944
807	4540	17938
808	4546	17933
809	4552	17928
810	4557	17922
811	4564	17921
812	4570	17916
813	4575	17908
814	4581	17905
815	4587	17899
816	4592	17892
817	4599	17892
818	4605	17889
819	4610	17880
820	4615	17870
821	4620	17862
822	4624	17853
823	4630	17847
824	4636	17844
825	4642	17839
826	4649	17838
827	4655	17834
828	4660	17825
829	4665	17820
830	4671	17813
831	4676	17808
832	4681	17798
833	4688	17800
834	4694	17795
835	4701	17792
836	4706	17784
837	4712	17780
838	4717	17775
839	4723	17767
840	4728	17760
841	4733	17751
842	4739	17749
843	4745	17744
844	4751	17739
845	4757	17735
846	4762	17729
847	4770	17733
848	4777	17729
849	4782	17724
850	4788	17718
851	4794	17715
852	4799	17706
853	4805	17701
854	4810	17693
855	4816	17690
856	4821	17682
857	4828	17680
858	4834	17677
859	4840	17673
860	4846	17669
861	4851	17661
862	4857	17656
863	4862	17650
864	4869	17647
865	4875	17642
866	4880	17635
867	4886	17630
868	4891	17623
869	4896	17616
870	4902	17612
871	4908	17606
872	4913	17598
873	4918	17593
874	4925	17589
875	4931	17585
876	4936	17580
877	4942	17572
878	4947	17565
879	4953	17560
880	4958	17554
881	4963	17548
882	4969	17542
883	4975	17536
884	4981	17533
885	4988	17531
886	4993	17526
887	4998	17518
888	5004	17513
889	5010	17507
890	5015	17500
891	5021	17497
892	5027	17490
893	5032	17484
894	5037	17476
895	5043	17471
896	5048	17465
897	5054	17459
898	5060	17455
899	5065	17448
900	5070	17441
901	5077	17438
902	5083	17433
903	5088	17426
904	5093	17419
905	5098	17411
906	5103	17404
907	5109	17400
908	5115	17396
909	5121	17390
910	5126	17383
911	5131	17376
912	5137	17371
913	5142	17364
914	5148	17359
915	5154	17352
916	5158	17344
917	5164	17339
918	5170	17334
919	5176	17328
920	5181	17322
921	5186	17314
922	5191	17306
923	5196	17299
924	5203	17298
925	5208	17291
926	5214	17285
927	5219	17279
928	5225	17272
929	5230	17266
930	5236	17262
931	5242	17256
932	5247	17250
933	5254	17247
934	5258	17239
935	5264	17233
936	5271	17231
937	5277	17227
938	5283	17224
939	5289	17218
940	5295	17214
941	5301	17208
942	5307	17205
943	5312	17197
944	5318	17192
945	5324	17189
946	5329	17182
947	5335	17177
948	5341	17173
949	5346	17166
950	5352	17161
951	5358	17156
952	5364	17151
953	5369	17144
954	5375	17141
955	5381	17134
956	5387	17130
957	5392	17123
958	5398	17120
959	5404	17112
960	5409	17106
961	5414	17098
962	5419	17091
963	5425	17086
964	5431	17082
965	5437	17077
966	5442	17071
967	5448	17064
968	5453	17056
969	5458	17049
970	5462	17041
971	5468	17035
972	5474	17030
973	5479	17023
974	5485	17018
975	5490	17012
976	5496	17005
977	5501	16999
978	5506	16993
979	5512	16986
980	5517	16980
981	5522	16972
982	5528	16969
983	5534	16964
984	5540	16959
985	5546	16953
986	5551	16948
987	5557	16943
988	5562	16934
989	5568	16930
990	5574	16926
991	5579	16919
992	5585	16913
993	5591	16908
994	5597	16903
995	5602	16897
996	5608	16891
997	5612	16883
998	5618	16877
999	5623	16871
1000	5630	16868
1001	5635	16861
1002	5640	16855
1003	5648	16854
1004	5653	16849
1005	5660	16845
1006	5665	16839
1007	5671	16833
1008	5677	16829
1009	5682	16822
1010	5688	16818
1011	5694	16812
1012	5699	16805
1013	5704	16797
1014	5709	16791
1015	5715	16785
1016	5721	16782
1017	5727	16776
1018	5734	16776
1019	5742	16776
1020	5748	16771
1021	5754	16767
1022	5759	16759
1023	5765	16755
1024	5771	16750
1025	5777	16748
1026	5782	16739
1027	5788	16735
1028	5793	16728
1029	5799	16723
1030	5805	16717
1031	5810	16709
1032	5815	16703
1033	5820	16696
1034	5827	16693
1035	5833	16688
1036	5839	16684
1037	5845	16680
1038	5850	16673
1039	5856	16668
1040	5862	16663
1041	5869	16661
1042	5873	16653
1043	5879	16646
1044	5884	16639
1045	5889	16632
1046	5896	16630
1047	5902	16625
1048	5908	16620
1049	5914	16616
1050	5921	16615
1051	5927	16610
1052	5934	16609
1053	5940	16603
1054	5947	16601
1055	5952	16594
1056	5957	16587
1057	5963	16583
1058	5969	16576
1059	5974	16570
1060	5980	16567
1061	5987	16563
1062	5992	16557
1063	5997	16550
1064	6003	16545
1065	6009	16541
1066	6016	16538
1067	6021	16531
1068	6027	16525
1069	6032	16519
1070	6038	16514
1071	6043	16507
1072	6051	16506
1073	6057	16501
1074	6062	16495
1075	6068	16491
1076	6074	16486
1077	6079	16479
1078	6085	16474
1079	6092	16471
1080	6098	16467
1081	6105	16464
1082	6111	16460
1083	6115	16452
1084	6122	16448
1085	6128	16443
1086	6133	16437
1087	6139	16431
1088	6145	16428
1089	6152	16424
1090	6158	16420
1091	6163	16413
1092	6168	16406
1093	6174	16402
1094	6181	16398
1095	6187	16393
1096	6192	16386
1097	6197	16379
1098	6203	16375
1099	6208	16367
1100	6213	16359
1101	6218	16352
1102	6222	16344
1103	6228	16339
1104	6234	16333
1105	6239	16326
1106	6245	16321
1107	6251	16316
1108	6256	16309
1109	6261	16302
1110	6267	16297
1111	6272	16290
1112	6278	16286
1113	6285	16283
1114	6290	16277
1115	6296	16271
1116	6302	16266
1117	6308	16262
1118	6314	16257
1119	6320	16252
1120	6326	16247
1121	6331	16241
1122	6337	16235
1123	6342	16228
1124	6347	16222
1125	6353	16217
1126	6359	16212
1127	6365	16207
1128	6370	16200
1129	6376	16195
1130	6383	16193
1131	6388	16186
1132	6395	16182
1133	6401	16177
1134	6406	16171
1135	6412	16167
1136	6419	16163
1137	6425	16160
1138	6431	16154
1139	6436	16148
1140	6443	16146
1141	6449	16141
1142	6455	16134
1143	6462	16133
1144	6468	16127
1145	6474	16123
1146	6479	16115
1147	6484	16110
1148	6489	16102
1149	6494	16094
1150	6500	16089
1151	6504	16081
1152	6509	16074
1153	6516	16070
1154	6521	16063
1155	6526	16056
1156	6532	16052
1157	6539	16048
1158	6544	16042
1159	6550	16037
1160	6557	16034
1161	6562	16028
1162	6568	16022
1163	6573	16016
1164	6578	16008
1165	6583	16002
1166	6589	15997
1167	6595	15990
1168	6600	15985
1169	6606	15980
1170	6612	15975
1171	6619	15972
1172	6624	15966
1173	6631	15961
1174	6636	15956
1175	6642	15951
1176	6648	15946
1177	6653	15939
1178	6658	15931
1179	6664	15927
1180	6670	15921
1181	6676	15917
1182	6682	15913
1183	6688	15907
1184	6693	15901
1185	6698	15894
1186	6704	15888
1187	6711	15885
1188	6718	15882
1189	6724	15878
1190	6730	15874
1191	6737	15870
1192	6744	15869
1193	6751	15867
1194	6758	15864
1195	6764	15860
1196	6770	15853
1197	6775	15846
1198	6781	15841
1199	6785	15833
1200	6791	15826
1201	6797	15823
1202	6802	15816
1203	6808	15810
1204	6814	15805
1205	6819	15798
1206	6824	15792
1207	6830	15786
1208	6835	15779
1209	6841	15775
1210	6847	15770
1211	6852	15763
1212	6857	15756
1213	6863	15751
1214	6869	15746
1215	6875	15742
1216	6880	15734
1217	6885	15726
1218	6892	15723
1219	6898	15718
1220	6903	15712
1221	6909	15706
1222	6914	15699
1223	6920	15694
1224	6925	15687
1225	6930	15681
1226	6935	15674
1227	6940	15667
1228	6946	15661
1229	6952	15656
1230	6958	15651
1231	6963	15645
1232	6969	15639
1233	6973	15631
1234	6978	15623
1235	6984	15618
1236	6992	15618
1237	6997	15611
1238	7003	15605
1239	7007	15598
1240	7013	15592
1241	7017	15583
1242	7024	15580
1243	7030	15575
1244	7035	15569
1245	7041	15562
1246	7046	15556
1247	7053	15554
1248	7058	15546
1249	7063	15540
1250	7070	15536
1251	7075	15529
1252	7079	15521
1253	7084	15513
1254	7091	15510
1255	7097	15505
1256	7103	15500
1257	7108	15494
1258	7115	15491
1259	7120	15485
1260	7126	15478
1261	7131	15473
1262	7137	15466
1263	7142	15460
1264	7148	15455
1265	7153	15448
1266	7158	15442
1267	7165	15438
1268	7171	15433
1269	7176	15426
1270	7182	15421
1271	7188	15415
1272	7193	15410
1273	7199	15404
1274	7205	15399
1275	7211	15395
1276	7217	15390
1277	7223	15386
1278	7229	15379
1279	7233	15371
1280	7239	15365
1281	7245	15361
1282	7250	15355
1283	7256	15348
1284	7261	15342
1285	7268	15339
1286	7274	15335
1287	7281	15331
1288	7287	15326
1289	7293	15320
1290	7299	15316
1291	7306	15315
1292	7314	15313
1293	7319	15306
1294	7326	15302
1295	7332	15298
1296	7338	15293
1297	7343	15287
1298	7350	15283
1299	7356	15278
1300	7361	15272
1301	7367	15267
1302	7374	15263
1303	7380	15259
1304	7386	15254
1305	7391	15247
1306	7397	15241
1307	7403	15236
1308	7410	15233
1309	7415	15227
1310	7421	15221
1311	7426	15215
1312	7432	15211
1313	7438	15205
1314	7444	15199
1315	7448	15191
1316	7453	15183
1317	7458	15177
1318	7463	15171
1319	7469	15164
1320	7474	15159
1321	7480	15153
1322	7486	15147
1323	7492	15143
1324	7498	15139
1325	7504	15133
1326	7510	15128
1327	7517	15124
1328	7522	15118
1329	7529	15116
1330	7536	15111
1331	7541	15106
1332	7548	15102
1333	7554	15098
1334	7559	15090
1335	7566	15087
1336	7572	15082
1337	7577	15076
1338	7583	15071
1339	7588	15063
1340	7593	15056
1341	7599	15051
1342	7607	15050
1343	7614	15047
1344	7620	15042
1345	7626	15037
1346	7631	15031
1347	7637	15025
1348	7643	15020
1349	7648	15013
1350	7653	15006
1351	7659	15000
1352	7664	14993
1353	7670	14989
1354	7675	14982
1355	7680	14976
1356	7686	14970
1357	7691	14964
1358	7696	14957
1359	7701	14950
1360	7706	14943
1361	7713	14939
1362	7719	14934
1363	7724	14927
1364	7729	14921
1365	7735	14915
1366	7741	14910
1367	7748	14907
1368	7756	14905
1369	7775	14926
1370	7789	14937
1371	7799	14939
1372	7805	14934
1373	7812	14930
1374	7820	14929
1375	7825	14923
1376	7831	14918
1377	7836	14910
1378	7841	14904
1379	7846	14897
1380	7852	14891
1381	7858	14886
1382	7864	14881
1383	7871	14878
1384	7877	14874
1385	7883	14868
1386	7889	14863
1387	7895	14858
1388	7901	14853
1389	7906	14845
1390	7913	14841
1391	7919	14837
1392	7925	14832
1393	7931	14827
1394	7937	14823
1395	7943	14817
1396	7949	14811
1397	7955	14806
1398	7960	14799
1399	7965	14793
1400	7970	14786
1401	7976	14781
1402	7982	14775
1403	7988	14770
1404	7993	14764
1405	8000	14759
1406	8005	14753
1407	8011	14748
1408	8017	14743
1409	8024	14739
1410	8029	14732
1411	8034	14725
1412	8039	14719
1413	8045	14713
1414	8050	14706
1415	8056	14701
1416	8061	14694
1417	8066	14687
1418	8071	14681
1419	8078	14677
1420	8083	14671
1421	8090	14666
1422	8095	14661
1423	8105	14662
1424	8111	14657
1425	8116	14650
1426	8121	14643
1427	8126	14637
1428	8131	14630
1429	8136	14622
1430	8140	14615
1431	8147	14611
1432	8154	14607
1433	8161	14603
1434	8167	14598
1435	8173	14593
1436	8179	14588
1437	8184	14581
1438	8190	14576
1439	8197	14572
1440	8203	14568
1441	8210	14564
1442	8216	14559
1443	8222	14554
1444	8228	14548
1445	8233	14542
1446	8239	14537
1447	8245	14531
1448	8249	14523
1449	8254	14517
1450	8260	14510
1451	8265	14503
1452	8271	14498
1453	8277	14493
1454	8283	14489
1455	8290	14485
1456	8296	14480
1457	8302	14475
1458	8307	14469
1459	8314	14465
1460	8321	14460
1461	8326	14455
1462	8331	14448
1463	8337	14442
1464	8343	14437
1465	8349	14432
1466	8356	14428
1467	8363	14424
1468	8368	14418
1469	8374	14412
1470	8379	14406
1471	8384	14399
1472	8390	14394
1473	8396	14388
1474	8401	14382
1475	8407	14377
1476	8413	14372
1477	8418	14364
1478	8423	14357
1479	8428	14351
1480	8433	14343
1481	8439	14338
1482	8444	14332
1483	8450	14326
1484	8456	14322
1485	8461	14315
1486	8468	14311
1487	8474	14306
1488	8480	14301
1489	8486	14296
1490	8492	14291
1491	8498	14285
1492	8504	14280
1493	8509	14273
1494	8514	14267
1495	8521	14262
1496	8526	14256
1497	8532	14250
1498	8538	14245
1499	8542	14238
1500	8548	14232
1501	8554	14227
1502	8559	14221
1503	8566	14216
1504	8572	14210
1505	8578	14205
1506	8583	14199
1507	8589	14193
1508	8595	14189
1509	8601	14184
1510	8606	14177
1511	8611	14170
1512	8617	14164
1513	8623	14160
1514	8628	14153
1515	8634	14147
1516	8639	14141
1517	8645	14135
1518	8651	14129
1519	8657	14124
1520	8663	14120
1521	8669	14114
1522	8674	14108
1523	8679	14102
1524	8685	14096
1525	8691	14090
1526	8696	14084
1527	8702	14078
1528	8707	14072
1529	8713	14066
1530	8719	14062
1531	8726	14057
1532	8731	14051
1533	8737	14046
1534	8742	14039
1535	8748	14033
1536	8754	14029
1537	8760	14023
1538	8765	14017
1539	8771	14011
1540	8778	14007
1541	8784	14002
1542	8790	13996
1543	8795	13991
1544	8800	13983
1545	8805	13977
1546	8811	13971
1547	8817	13966
1548	8822	13960
1549	8829	13956
1550	8835	13950
1551	8841	13945
1552	8846	13938
1553	8852	13934
1554	8858	13928
1555	8864	13923
1556	8870	13918
1557	8877	13915
1558	8886	13913
1559	8892	13908
1560	8898	13903
1561	8904	13898
1562	8910	13893
1563	8915	13886
1564	8921	13880
1565	8926	13874
1566	8933	13869
1567	8938	13864
1568	8944	13859
1569	8949	13852
1570	8955	13846
1571	8961	13841
1572	8967	13835
1573	8973	13830
1574	8979	13825
1575	8985	13820
1576	8991	13814
1577	8996	13808
1578	9003	13804
1579	9009	13799
1580	9015	13793
1581	9021	13788
1582	9027	13783
1583	9033	13777
1584	9038	13771
1585	9044	13765
1586	9050	13761
1587	9056	13755
1588	9061	13749
1589	9066	13742
1590	9072	13737
1591	9078	13731
1592	9084	13727
1593	9091	13722
1594	9097	13717
1595	9103	13711
1596	9109	13706
1597	9114	13700
1598	9121	13696
1599	9126	13689
1600	9131	13683
1601	9137	13678
1602	9143	13672
1603	9149	13667
1604	9154	13660
1605	9159	13653
1606	9165	13648
1607	9171	13643
1608	9177	13637
1609	9182	13631
1610	9188	13626
1611	9195	13622
1612	9201	13616
1613	9207	13612
1614	9213	13606
1615	9219	13600
1616	9224	13593
1617	9230	13589
1618	9235	13582
1619	9241	13576
1620	9247	13572
1621	9253	13567
1622	9259	13561
1623	9265	13555
1624	9271	13550
1625	9277	13546
1626	9285	13542
1627	9291	13537
1628	9297	13532
1629	9305	13529
1630	9311	13524
1631	9317	13519
1632	9322	13512
1633	9327	13505
1634	9333	13500
1635	9339	13495
1636	9345	13490
1637	9351	13485
1638	9357	13479
1639	9364	13475
1640	9370	13469
1641	9377	13466
1642	9384	13462
1643	9390	13457
1644	9396	13452
1645	9402	13446
1646	9408	13442
1647	9414	13436
1648	9420	13431
1649	9426	13425
1650	9432	13420
1651	9439	13416
1652	9446	13411
1653	9452	13406
1654	9457	13400
1655	9464	13397
1656	9471	13393
1657	9478	13388
1658	9484	13382
1659	9489	13377
1660	9495	13371
1661	9501	13366
1662	9509	13363
1663	9514	13357
1664	9521	13352
1665	9526	13346
1666	9531	13339
1667	9537	13334
1668	9545	13331
1669	9551	13326
1670	9557	13321
1671	9563	13316
1672	9569	13310
1673	9575	13304
1674	9582	13300
1675	9588	13295
1676	9594	13290
1677	9600	13285
1678	9606	13279
1679	9613	13275
1680	9618	13269
1681	9624	13264
1682	9632	13260
1683	9638	13256
