iter	Passed	Remaining
219	1320	10687
220	1326	10676
221	1331	10666
222	1336	10653
223	1342	10644
224	1347	10630
225	1353	10624
226	1359	10614
227	1364	10605
228	1370	10597
229	1375	10587
230	1380	10574
231	1386	10564
232	1392	10557
233	1397	10548
234	1403	10542
235	1409	10531
236	1414	10521
237	1419	10506
238	1425	10501
239	1432	10501
240	1436	10485
241	1441	10469
242	1446	10461
243	1453	10459
244	1458	10446
245	1464	10438
246	1469	10426
247	1474	10417
248	1480	10408
249	1486	10403
250	1491	10393
251	1496	10383
252	1502	10373
253	1508	10367
254	1513	10357
255	1519	10351
256	1525	10345
257	1531	10338
258	1537	10331
259	1542	10325
260	1548	10318
261	1555	10316
262	1561	10310
263	1567	10310
264	1573	10303
265	1580	10301
266	1587	10300
267	1592	10294
268	1599	10289
269	1605	10285
270	1610	10276
271	1616	10271
272	1622	10264
273	1628	10255
274	1633	10246
275	1638	10237
276	1645	10233
277	1652	10233
278	1657	10225
279	1663	10217
280	1668	10209
281	1674	10199
282	1679	10191
283	1685	10182
284	1692	10183
285	1699	10186
286	1707	10189
287	1713	10186
288	1720	10184
289	1726	10182
290	1732	10176
291	1738	10168
292	1744	10162
293	1750	10158
294	1757	10158
295	1763	10152
296	1769	10145
297	1775	10138
298	1781	10136
299	1787	10128
300	1794	10128
301	1800	10121
302	1805	10114
303	1811	10108
304	1818	10103
305	1823	10092
306	1829	10089
307	1835	10084
308	1841	10075
309	1846	10068
310	1852	10061
311	1858	10057
312	1864	10051
313	1870	10043
314	1876	10040
315	1883	10036
316	1889	10030
317	1897	10034
318	1904	10034
319	1910	10029
320	1916	10023
321	1923	10023
322	1929	10015
323	1935	10010
324	1940	10002
325	1948	10003
326	1953	9995
327	1961	9997
328	1968	9996
329	1972	9984
330	1978	9976
331	1984	9969
332	1991	9971
333	1998	9969
334	2004	9961
335	2010	9956
336	2016	9952
337	2022	9945
338	2028	9938
339	2034	9935
340	2041	9931
341	2047	9924
342	2054	9924
343	2060	9918
344	2067	9919
345	2073	9913
346	2079	9905
347	2085	9900
348	2092	9896
349	2097	9889
350	2103	9881
351	2109	9875
352	2115	9870
353	2120	9861
354	2126	9854
355	2131	9843
356	2136	9834
357	2142	9826
358	2147	9817
359	2154	9812
360	2161	9813
361	2168	9810
362	2174	9805
363	2180	9801
364	2188	9802
365	2194	9795
366	2200	9791
367	2206	9785
368	2213	9784
369	2219	9779
370	2226	9775
371	2233	9772
372	2239	9769
373	2245	9763
374	2250	9753
375	2257	9751
376	2264	9747
377	2270	9740
378	2277	9740
379	2283	9733
380	2290	9731
381	2296	9726
382	2303	9724
383	2308	9714
384	2314	9708
385	2319	9700
386	2326	9698
387	2332	9692
388	2339	9688
389	2345	9683
390	2351	9677
391	2357	9671
392	2363	9665
393	2369	9659
394	2375	9653
395	2381	9645
396	2387	9638
397	2393	9635
398	2399	9630
399	2404	9617
400	2410	9612
401	2415	9600
402	2421	9595
403	2428	9595
404	2435	9592
405	2442	9589
406	2448	9584
407	2455	9580
408	2461	9573
409	2467	9568
410	2473	9562
411	2479	9555
412	2484	9547
413	2490	9540
414	2497	9538
415	2503	9533
416	2509	9526
417	2516	9523
418	2522	9516
419	2528	9512
420	2534	9505
421	2540	9499
422	2547	9495
423	2552	9488
424	2559	9483
425	2565	9478
426	2570	9470
427	2576	9464
428	2582	9457
429	2588	9450
430	2594	9444
431	2599	9435
432	2605	9428
433	2611	9421
434	2615	9411
435	2621	9403
436	2627	9397
437	2633	9392
438	2640	9388
439	2646	9382
440	2653	9379
441	2660	9376
442	2665	9370
443	2672	9364
444	2677	9355
445	2684	9353
446	2689	9345
447	2695	9339
448	2701	9330
449	2706	9323
450	2713	9318
451	2718	9310
452	2723	9302
453	2729	9295
454	2736	9290
455	2741	9283
456	2747	9277
457	2753	9271
458	2761	9270
459	2767	9264
460	2773	9260
461	2780	9256
462	2787	9252
463	2794	9249
464	2800	9245
465	2806	9237
466	2811	9230
467	2816	9221
468	2824	9219
469	2830	9213
470	2835	9206
471	2841	9198
472	2848	9195
473	2854	9190
474	2860	9184
475	2866	9177
476	2871	9169
477	2878	9164
478	2884	9160
479	2891	9155
480	2897	9150
481	2903	9142
482	2909	9137
483	2916	9135
484	2922	9130
485	2929	9126
486	2934	9118
487	2941	9113
488	2947	9106
489	2953	9100
490	2959	9094
491	2965	9088
492	2970	9078
493	2975	9071
494	2982	9068
495	2987	9059
496	2994	9054
497	3000	9048
498	3004	9038
499	3009	9028
500	3015	9022
501	3021	9015
502	3027	9011
503	3035	9009
504	3041	9004
505	3047	8999
506	3054	8994
507	3059	8985
508	3065	8980
509	3071	8973
510	3077	8966
511	3082	8959
512	3089	8954
513	3096	8951
514	3102	8947
515	3108	8940
516	3115	8937
517	3121	8931
518	3127	8925
519	3133	8917
520	3139	8913
521	3145	8905
522	3150	8897
523	3157	8893
524	3163	8887
525	3168	8880
526	3174	8873
527	3181	8869
528	3186	8861
529	3193	8857
530	3198	8848
531	3204	8842
532	3210	8837
533	3216	8830
534	3222	8824
535	3227	8816
536	3233	8809
537	3239	8803
538	3244	8795
539	3252	8792
540	3257	8785
541	3264	8781
542	3270	8774
543	3276	8769
544	3281	8761
545	3288	8758
546	3294	8751
547	3300	8745
548	3307	8740
549	3313	8736
550	3320	8731
551	3326	8726
552	3332	8720
553	3338	8714
554	3345	8711
555	3351	8704
556	3358	8700
557	3364	8694
558	3369	8686
559	3375	8679
560	3380	8671
561	3386	8665
562	3393	8660
563	3398	8653
564	3405	8648
565	3411	8644
566	3416	8634
567	3423	8631
568	3429	8626
569	3435	8619
570	3444	8619
571	3451	8615
572	3457	8611
573	3463	8605
574	3469	8597
575	3475	8592
576	3481	8585
577	3487	8579
578	3493	8574
579	3499	8568
580	3505	8561
581	3510	8552
582	3515	8544
583	3522	8540
584	3528	8534
585	3534	8529
586	3541	8524
587	3547	8517
588	3554	8514
589	3561	8510
590	3567	8504
591	3572	8496
592	3577	8488
593	3583	8483
594	3588	8474
595	3595	8469
596	3602	8465
597	3608	8459
598	3614	8454
599	3619	8445
600	3626	8442
601	3631	8433
602	3638	8430
603	3645	8424
604	3651	8419
605	3657	8414
606	3663	8407
607	3670	8404
608	3677	8398
609	3682	8391
610	3688	8385
611	3694	8379
612	3700	8373
613	3707	8367
614	3711	8358
615	3718	8353
616	3723	8346
617	3731	8345
618	3738	8341
619	3744	8334
620	3751	8330
621	3758	8326
622	3764	8321
623	3770	8314
624	3777	8310
625	3784	8305
626	3790	8300
627	3796	8294
628	3802	8288
629	3809	8283
630	3814	8275
631	3820	8269
632	3826	8263
633	3831	8256
634	3838	8251
635	3844	8245
636	3850	8239
637	3858	8236
638	3863	8229
639	3869	8223
640	3876	8217
641	3882	8211
642	3887	8203
643	3893	8197
644	3899	8191
645	3904	8183
646	3910	8177
647	3917	8172
648	3924	8169
649	3931	8164
650	3938	8161
651	3944	8155
652	3951	8150
653	3957	8144
654	3963	8139
655	3970	8133
656	3975	8126
657	3982	8121
658	3988	8117
659	3994	8110
660	3999	8101
661	4006	8096
662	4012	8091
663	4018	8084
664	4024	8078
665	4029	8070
666	4034	8063
667	4041	8059
668	4048	8054
669	4054	8048
670	4060	8042
671	4065	8034
672	4072	8029
673	4078	8023
674	4084	8017
675	4090	8011
676	4097	8006
677	4102	7999
678	4107	7992
679	4114	7987
680	4120	7979
681	4126	7974
682	4132	7968
683	4138	7962
684	4144	7955
685	4151	7951
686	4156	7943
687	4161	7935
688	4166	7928
689	4173	7923
690	4179	7917
691	4184	7910
692	4190	7903
693	4197	7898
694	4204	7895
695	4210	7889
696	4215	7881
697	4222	7875
698	4228	7870
699	4233	7862
700	4239	7855
701	4245	7849
702	4251	7844
703	4258	7838
704	4264	7832
705	4269	7826
706	4275	7819
707	4282	7814
708	4288	7808
709	4294	7802
710	4300	7796
711	4306	7789
712	4312	7784
713	4318	7777
714	4324	7771
715	4330	7765
716	4336	7759
717	4342	7754
718	4348	7747
719	4354	7742
720	4360	7736
721	4366	7729
722	4373	7724
723	4379	7717
724	4385	7711
725	4390	7705
726	4397	7699
727	4402	7692
728	4408	7686
729	4415	7681
730	4421	7675
731	4426	7667
732	4433	7663
733	4438	7656
734	4444	7649
735	4449	7641
736	4455	7635
737	4461	7628
738	4466	7622
739	4473	7616
740	4479	7611
741	4485	7604
742	4490	7597
743	4496	7591
744	4503	7585
745	4509	7580
746	4517	7577
747	4523	7570
748	4528	7563
749	4532	7554
750	4538	7548
751	4544	7541
752	4550	7535
753	4555	7528
754	4561	7522
755	4567	7516
756	4573	7509
757	4578	7502
758	4585	7496
759	4591	7491
760	4597	7485
761	4603	7478
762	4608	7470
763	4614	7465
764	4620	7459
765	4627	7454
766	4632	7447
767	4638	7440
768	4646	7437
769	4653	7433
770	4660	7429
771	4667	7423
772	4674	7420
773	4681	7414
774	4686	7408
775	4692	7401
776	4699	7396
777	4704	7388
778	4711	7384
779	4716	7377
780	4723	7372
781	4731	7369
782	4735	7360
783	4741	7354
784	4747	7348
785	4753	7342
786	4760	7336
787	4765	7329
788	4771	7323
789	4777	7317
790	4783	7311
791	4788	7303
792	4794	7297
793	4801	7292
794	4807	7286
795	4813	7280
796	4820	7275
797	4825	7269
798	4832	7264
799	4839	7258
800	4845	7253
801	4851	7246
802	4858	7241
803	4864	7236
804	4871	7231
805	4878	7226
806	4883	7219
807	4889	7212
808	4894	7206
809	4901	7200
810	4907	7194
811	4913	7189
812	4920	7183
813	4929	7181
814	4935	7175
815	4943	7172
816	4950	7167
817	4957	7163
818	4964	7159
819	4970	7153
820	4978	7149
821	4985	7145
822	4992	7140
823	4999	7135
824	5004	7128
825	5009	7120
826	5016	7115
827	5022	7108
828	5029	7104
829	5036	7099
830	5042	7093
831	5049	7088
832	5055	7082
833	5062	7077
834	5067	7070
835	5073	7064
836	5079	7057
837	5087	7053
838	5093	7048
839	5098	7040
840	5104	7035
841	5110	7028
842	5116	7022
843	5123	7017
844	5129	7011
845	5134	7004
846	5141	6998
847	5145	6990
848	5150	6982
849	5156	6976
850	5161	6969
851	5167	6962
852	5173	6956
853	5179	6950
854	5185	6944
855	5190	6936
856	5196	6930
857	5202	6925
858	5208	6918
859	5214	6912
860	5220	6906
861	5226	6900
862	5231	6892
863	5238	6887
864	5244	6881
865	5250	6875
866	5257	6870
867	5263	6863
868	5269	6857
869	5275	6852
870	5282	6847
871	5289	6842
872	5295	6836
873	5302	6831
874	5309	6826
875	5314	6819
876	5320	6813
877	5327	6808
878	5335	6804
879	5342	6799
880	5347	6792
881	5355	6789
882	5362	6783
883	5368	6777
884	5374	6771
885	5381	6766
886	5388	6761
887	5395	6756
888	5401	6750
889	5408	6745
890	5415	6740
891	5421	6734
892	5429	6731
893	5437	6726
894	5444	6721
895	5451	6716
896	5457	6710
897	5463	6704
898	5471	6700
899	5478	6696
900	5485	6690
901	5492	6685
902	5498	6679
903	5506	6675
904	5511	6669
905	5518	6663
906	5525	6658
907	5532	6653
908	5541	6650
909	5549	6646
910	5555	6640
911	5561	6635
912	5567	6628
913	5574	6623
914	5580	6617
915	5590	6615
916	5597	6610
917	5604	6605
918	5610	6599
919	5617	6593
920	5623	6588
921	5629	6582
