iter	RMSE
253	0.0913831935
254	0.09129747887
255	0.09117371746
256	0.09109535654
257	0.09092356658
258	0.09064191728
259	0.09051331094
260	0.0904130379
261	0.0903214296
262	0.09021230129
263	0.09007098148
264	0.09004104266
265	0.089856104
266	0.0897488794
267	0.08946806532
268	0.08943368857
269	0.08927953264
270	0.08902505658
271	0.08900034425
272	0.08887805599
273	0.08872037504
274	0.08868608941
275	0.08853725242
276	0.08851435773
277	0.08840795768
278	0.0883040648
279	0.0881798621
280	0.08815489533
281	0.08812607192
282	0.08786991002
283	0.08773540251
284	0.08760543111
285	0.0875907282
286	0.08756650589
287	0.08742136489
288	0.08735489588
289	0.08733413508
290	0.08721225151
291	0.08706462158
292	0.08690021821
293	0.08678119554
294	0.08675358942
295	0.08674820781
296	0.08653112226
297	0.08650043675
298	0.08638979642
299	0.08637351402
300	0.08621029742
301	0.08611330052
302	0.08596952848
303	0.08595330917
304	0.08593397764
305	0.08580391043
306	0.08569862381
307	0.08567970531
308	0.08546629417
309	0.08546138596
310	0.08532135137
311	0.08530557561
312	0.08522105694
313	0.08517809767
314	0.08491670856
315	0.084791799
316	0.08471197899
317	0.08465260677
318	0.08457258496
319	0.08446066242
320	0.08428145475
321	0.08419634604
322	0.08393246678
323	0.08388131362
324	0.08380696854
325	0.08375758288
326	0.08369246116
327	0.08365542116
328	0.08356293516
329	0.08346582665
330	0.08332732586
331	0.08330893847
332	0.08325404799
333	0.08313926286
334	0.08298850475
335	0.08287346913
336	0.08281237935
337	0.08275387382
338	0.08269215345
339	0.08241311186
340	0.08235742925
341	0.08222630406
342	0.0821958122
343	0.08209279749
344	0.08189996833
345	0.0818330195
346	0.0816944012
347	0.08167778876
348	0.0815605136
349	0.08143082641
350	0.08130619202
351	0.08122646426
352	0.08117187063
353	0.08095669968
354	0.08090333203
355	0.08077084335
356	0.0807230186
357	0.08054809421
358	0.08049976043
359	0.08044894983
360	0.08035869023
361	0.08022689803
362	0.08019877685
363	0.08015280538
364	0.08010351611
365	0.07999583161
366	0.07988569275
367	0.07979697605
368	0.07975997261
369	0.07971077021
370	0.07961192298
371	0.07960310363
372	0.07950096521
373	0.07942431654
374	0.07941617261
375	0.07925445497
376	0.07920651799
377	0.07915883792
378	0.07904239129
379	0.07892424208
380	0.07883340532
381	0.07872970819
382	0.07868521437
383	0.07855920499
384	0.07846043826
385	0.07835289333
386	0.07834546779
387	0.07822875748
388	0.07815785254
389	0.07811280448
390	0.07800372208
391	0.07789266326
392	0.07776618507
393	0.07768123771
394	0.07763783666
395	0.07755637986
396	0.07744273346
397	0.07731458053
398	0.07725670187
399	0.07714902716
400	0.07710725918
401	0.07702771072
402	0.07690601096
403	0.07683560341
404	0.07679275837
405	0.07666757604
406	0.07656091406
407	0.07647580437
408	0.07635542749
409	0.07629246612
410	0.07624221259
411	0.07620195917
412	0.07613432797
413	0.07608857228
414	0.07604860768
415	0.07597028535
416	0.07590740977
417	0.07580193852
418	0.07569994921
419	0.07563418529
420	0.07556619404
421	0.07548104107
422	0.07542774364
423	0.075349675
424	0.07527458854
425	0.0752368613
426	0.07518239656
427	0.07512915256
428	0.07503298227
429	0.07498709019
430	0.07494969573
431	0.07484787476
432	0.07472740148
433	0.07469108293
434	0.07466208596
435	0.07459280187
436	0.07453564808
437	0.07447742801
438	0.07434223763
439	0.07426113265
440	0.07421038227
441	0.07412816337
442	0.07401350902
443	0.07388590897
444	0.0737960481
445	0.07376796799
446	0.07368231042
447	0.0735990702
448	0.07356625608
449	0.07353241708
450	0.07338328629
451	0.07331493084
452	0.07321545376
453	0.07314813602
454	0.07313672682
455	0.07309421297
456	0.07300641786
457	0.07296389395
458	0.07290641728
459	0.07287174398
460	0.07271681739
461	0.07266501326
462	0.07255236611
463	0.07247786919
464	0.07245165285
465	0.0723364233
466	0.07221728182
467	0.07217051738
468	0.07206353314
469	0.07201604427
470	0.07197100652
471	0.0719583268
472	0.07187244467
473	0.07176710527
474	0.0717347604
475	0.07163140073
476	0.07160105854
477	0.07147166149
478	0.07142372127
479	0.07131912568
480	0.07126363604
481	0.07125238679
482	0.0711823371
483	0.07106565241
484	0.07099686498
485	0.0709290022
486	0.07083937724
487	0.0707956435
488	0.07069951522
489	0.07066064755
490	0.07062757702
491	0.07053889288
492	0.07048957793
493	0.07040782076
494	0.07031616466
495	0.07018378608
496	0.07011839932
497	0.07010753096
498	0.06997390527
499	0.06992268912
500	0.06987351755
501	0.06976600584
502	0.06970244219
503	0.06966617394
504	0.06960572257
505	0.06953148909
506	0.06950175724
507	0.06934839034
508	0.06929991609
509	0.06919327891
510	0.0691489031
511	0.06906009797
512	0.06904969335
513	0.06895369081
514	0.06891230711
515	0.06881540651
516	0.06878243393
517	0.06867037875
518	0.06857155975
519	0.06850210711
520	0.06842311326
521	0.06833232535
522	0.06827147349
523	0.0682223066
524	0.06820198998
525	0.06815204757
526	0.06811081261
527	0.06808107019
528	0.06803470544
529	0.06801539172
530	0.067953483
531	0.06785799324
532	0.06782201947
533	0.0677944061
534	0.06763447262
535	0.06755798476
536	0.06753344372
537	0.06750291812
538	0.06741865289
539	0.06732437199
540	0.06723599488
541	0.06721299388
542	0.06713983879
543	0.06711313588
544	0.06703673643
545	0.06690076874
546	0.06674701042
547	0.06670870642
548	0.06666099255
549	0.0665129403
550	0.06642328626
551	0.06638825697
552	0.06633605687
553	0.06626320536
554	0.06621700538
555	0.06617656447
556	0.06603305706
557	0.06592186857
558	0.06589020585
559	0.06583711274
560	0.06573089243
561	0.06557152326
562	0.06552518632
563	0.06544314723
564	0.06539924192
565	0.06538548821
566	0.06536927248
567	0.06532801994
568	0.06530412657
569	0.06524770686
570	0.06520063796
571	0.06519731153
572	0.06511856509
573	0.0650526234
574	0.06502949947
575	0.06500102845
576	0.06488114616
577	0.06474719083
578	0.06470175522
579	0.06465750162
580	0.06452878732
581	0.06440537235
582	0.06426482608
583	0.06422787554
584	0.0641908198
585	0.06416726776
586	0.06408079753
587	0.06402333888
588	0.06395844509
589	0.063917023
590	0.06388953422
591	0.06386666621
592	0.06382540576
593	0.06380477535
594	0.0636914402
595	0.06365150647
596	0.0636126918
597	0.06352332398
598	0.06343049812
599	0.06339416748
600	0.06335659339
601	0.06330965428
602	0.0632368064
603	0.06319867713
604	0.0631669931
605	0.06314088081
606	0.06302119284
607	0.06296283638
608	0.0629540649
609	0.06286674913
610	0.06279888884
611	0.06277054517
612	0.06275914097
613	0.06273366831
614	0.06272379707
615	0.06266914137
616	0.06266072389
617	0.06264227472
618	0.06257274279
619	0.06248789409
620	0.06243450666
621	0.06239088728
622	0.06234277691
623	0.0623211902
624	0.06231322818
625	0.06221180253
626	0.06217808946
627	0.06210071007
628	0.06209250459
629	0.06205832997
630	0.06193931973
631	0.06185769237
632	0.06185033104
633	0.06177608152
634	0.06174623967
635	0.06174292612
636	0.06169115904
637	0.06168482305
638	0.0616461376
639	0.06159184549
640	0.06158358849
641	0.06151524876
642	0.06148582445
643	0.06140091607
644	0.06137624982
645	0.06133457933
646	0.06129024946
647	0.06128593764
648	0.0612576287
649	0.06115854914
650	0.06114746319
651	0.06114546845
652	0.06111528837
653	0.06107438321
654	0.06098427884
655	0.0609375415
656	0.0608616889
657	0.06078205957
658	0.06074424794
659	0.0607384202
660	0.06067892444
661	0.06067418832
662	0.06062759832
663	0.06057012558
664	0.0605522857
665	0.06046458283
666	0.06038998975
667	0.06038321411
668	0.06032847789
669	0.06025573564
670	0.06024781181
671	0.06015137749
672	0.06006181581
673	0.06000975744
674	0.05992356687
675	0.05986174469
676	0.05979940817
677	0.05972061653
678	0.0596775561
679	0.05963298577
680	0.05953495672
681	0.05944316335
682	0.05941377131
683	0.05933801215
684	0.05925500248
685	0.05924563499
686	0.05918349924
687	0.05911307167
688	0.05901061295
689	0.05896120762
690	0.05895592347
691	0.05890153185
692	0.0588738095
693	0.05886820121
694	0.05881728031
695	0.0586870568
696	0.05861774388
697	0.05860507921
698	0.0585349838
699	0.05845218954
700	0.05840227258
701	0.05832718508
702	0.0583233884
703	0.05831938617
704	0.05831464456
705	0.05826574547
706	0.05819671617
707	0.05817136698
708	0.05815576703
709	0.05811643984
710	0.05804077057
711	0.05791384624
712	0.05786753992
713	0.0578028213
714	0.05772811509
715	0.05769375733
716	0.05767178615
717	0.05765716058
718	0.0575885408
719	0.05754905911
720	0.05748195198
721	0.057379329
722	0.0572657918
723	0.05720562046
724	0.05711111322
725	0.0570621169
726	0.05697877745
727	0.05685818723
728	0.05681109397
729	0.05675402654
730	0.05671003305
731	0.05657966918
732	0.05652745632
733	0.0565137697
734	0.05650181762
735	0.05647163549
736	0.05636547257
737	0.05635007544
738	0.05631119709
739	0.05625209706
740	0.05622679218
741	0.05621466268
742	0.05605304287
743	0.05600041969
744	0.05595292167
745	0.0559184947
746	0.05587648619
747	0.05585856324
748	0.05579185217
749	0.05567707503
750	0.05562100611
751	0.05552643523
752	0.05541751388
753	0.05537167722
754	0.05534871349
755	0.05533551362
756	0.05532420573
757	0.05526272952
758	0.05521260758
759	0.05518833015
760	0.05517178932
761	0.05515929127
762	0.05514365847
763	0.05509547879
764	0.05505313357
765	0.0549647427
766	0.05485646305
767	0.05478797133
768	0.0547058114
769	0.05467637151
770	0.05460662459
771	0.05457846463
772	0.05453777726
773	0.0545080663
774	0.05445411062
775	0.05441207521
776	0.05438329369
777	0.05427741592
778	0.05425870128
779	0.05422090355
780	0.0542149428
781	0.05420009549
782	0.0541969531
783	0.05411121948
784	0.05407381953
785	0.0540319475
786	0.05400528685
787	0.05391256596
788	0.05390327981
789	0.05385638953
790	0.05383061788
791	0.05374380486
792	0.05373585669
793	0.05366523677
794	0.05365197178
795	0.05363252684
796	0.0536168793
797	0.05357480348
798	0.05347333389
799	0.05341164361
800	0.05338920016
801	0.05337840709
802	0.05325362052
803	0.05317599139
804	0.05312137114
805	0.05306279018
806	0.05303476786
807	0.05294108612
808	0.05291085461
809	0.05287607646
810	0.0528293752
811	0.05278941622
812	0.05277117765
813	0.05270454428
814	0.05265380811
815	0.05258185567
816	0.05255279825
817	0.05249852349
818	0.05245782159
819	0.05241060137
820	0.05239196783
821	0.05238893033
822	0.0523041686
823	0.05223631635
824	0.05222235273
825	0.052146705
826	0.05211565907
827	0.05203402021
828	0.05200378665
829	0.05198190116
830	0.05193257538
831	0.05191175653
832	0.0518831753
833	0.05182567311
834	0.051773373
835	0.05166834554
836	0.05166531696
837	0.05165935235
838	0.05163422158
839	0.0515303148
840	0.05151128802
841	0.05147835874
842	0.0514119282
843	0.05135573411
844	0.05131007428
845	0.05124402793
846	0.05122808374
847	0.05117831252
848	0.05111519436
849	0.05108988603
850	0.05107317859
851	0.05104940482
852	0.05098337651
853	0.0509601246
854	0.05093427548
855	0.05089157081
856	0.05084495672
857	0.05083476585
858	0.05079409412
859	0.05071419829
860	0.05066119941
861	0.05063885486
862	0.05061299651
863	0.05058268367
864	0.0504951675
865	0.05046636294
866	0.05045240545
867	0.05043572632
868	0.050411992
869	0.05036440809
870	0.0503422197
871	0.0503291805
872	0.05028221369
873	0.05026989636
874	0.05023027443
875	0.05020318826
876	0.05019342942
877	0.05017225654
878	0.05014333955
879	0.05013664884
880	0.05005511184
881	0.05004662907
882	0.05000514489
883	0.04994047462
884	0.04987770451
885	0.04985483579
886	0.04979794953
887	0.04978780774
888	0.049745434
889	0.04973826129
890	0.04967851986
891	0.04964477579
892	0.04963228752
893	0.04955351979
894	0.04949654064
895	0.04948416623
896	0.04945702902
897	0.04935568535
898	0.04935288222
899	0.04932121381
900	0.04926289443
901	0.04922760227
902	0.04921591674
903	0.04919618708
904	0.04914325885
905	0.04908689114
906	0.04906810849
907	0.0490313835
908	0.0489889967
909	0.04895804433
910	0.04891952393
911	0.0488719785
912	0.04886077374
913	0.04882678206
914	0.04880469393
915	0.04875795403
916	0.04868273751
917	0.04862282135
918	0.04860146996
919	0.04854866873
920	0.0485087952
921	0.04848550977
